300	1.45431
301	1.45398
302	1.45365
303	1.45332
304	1.453
305	1.45268
306	1.45237
307	1.45206
308	1.45175
309	1.45144
310	1.45114
311	1.45084
312	1.45054
313	1.45025
314	1.44996
315	1.44967
316	1.44939
317	1.44911
318	1.44883
319	1.44855
320	1.44828
321	1.44801
322	1.44774
323	1.44747
324	1.44721
325	1.44695
326	1.44669
327	1.44644
328	1.44619
329	1.44594
330	1.44569
331	1.44544
332	1.4452
333	1.44496
334	1.44472
335	1.44448
336	1.44425
337	1.44402
338	1.44379
339	1.44356
340	1.44334
341	1.44311
342	1.44289
343	1.44267
344	1.44245
345	1.44224
346	1.44203
347	1.44182
348	1.44161
349	1.4414
350	1.44119
351	1.44099
352	1.44079
353	1.44059
354	1.44039
355	1.44019
356	1.44
357	1.4398
358	1.43961
359	1.43942
360	1.43923
361	1.43905
362	1.43886
363	1.43868
364	1.4385
365	1.43832
366	1.43814
367	1.43796
368	1.43778
369	1.43761
370	1.43744
371	1.43727
372	1.4371
373	1.43693
374	1.43676
375	1.4366
376	1.43643
377	1.43627
378	1.43611
379	1.43595
380	1.43579
381	1.43563
382	1.43547
383	1.43532
384	1.43517
385	1.43501
386	1.43486
387	1.43471
388	1.43456
389	1.43442
390	1.43427
391	1.43412
392	1.43398
393	1.43384
394	1.43369
395	1.43355
396	1.43341
397	1.43328
398	1.43314
399	1.433
400	1.43287
401	1.43273
402	1.4326
403	1.43247
404	1.43234
405	1.43221
406	1.43208
407	1.43195
408	1.43182
409	1.43169
410	1.43157
411	1.43144
412	1.43132
413	1.4312
414	1.43108
415	1.43096
416	1.43084
417	1.43072
418	1.4306
419	1.43048
420	1.43037
421	1.43025
422	1.43014
423	1.43002
424	1.42991
425	1.4298
426	1.42969
427	1.42958
428	1.42947
429	1.42936
430	1.42925
431	1.42914
432	1.42904
433	1.42893
434	1.42882
435	1.42872
436	1.42862
437	1.42851
438	1.42841
439	1.42831
440	1.42821
441	1.42811
442	1.42801
443	1.42791
444	1.42781
445	1.42772
446	1.42762
447	1.42752
448	1.42743
449	1.42733
450	1.42724
451	1.42715
452	1.42705
453	1.42696
454	1.42687
455	1.42678
456	1.42669
457	1.4266
458	1.42651
459	1.42642
460	1.42634
461	1.42625
462	1.42616
463	1.42608
464	1.42599
465	1.42591
466	1.42582
467	1.42574
468	1.42566
469	1.42557
470	1.42549
471	1.42541
472	1.42533
473	1.42525
474	1.42517
475	1.42509
476	1.42501
477	1.42493
478	1.42485
479	1.42478
480	1.4247
481	1.42462
482	1.42455
483	1.42447
484	1.4244
485	1.42432
486	1.42425
487	1.42417
488	1.4241
489	1.42403
490	1.42396
491	1.42388
492	1.42381
493	1.42374
494	1.42367
495	1.4236
496	1.42353
497	1.42346
498	1.42339
499	1.42333
500	1.42326
501	1.42319
502	1.42312
503	1.42306
504	1.42299
505	1.42292
506	1.42286
507	1.42279
508	1.42273
509	1.42266
510	1.4226
511	1.42254
512	1.42247
513	1.42241
514	1.42235
515	1.42229
516	1.42223
517	1.42216
518	1.4221
519	1.42204
520	1.42198
521	1.42192
522	1.42186
523	1.4218
524	1.42175
525	1.42169
526	1.42163
527	1.42157
528	1.42151
529	1.42146
530	1.4214
531	1.42134
532	1.42129
533	1.42123
534	1.42118
535	1.42112
536	1.42107
537	1.42101
538	1.42096
539	1.4209
540	1.42085
541	1.4208
542	1.42074
543	1.42069
544	1.42064
545	1.42059
546	1.42054
547	1.42048
548	1.42043
549	1.42038
550	1.42033
551	1.42028
552	1.42023
553	1.42018
554	1.42013
555	1.42008
556	1.42003
557	1.41998
558	1.41994
559	1.41989
560	1.41984
561	1.41979
562	1.41974
563	1.4197
564	1.41965
565	1.4196
566	1.41956
567	1.41951
568	1.41947
569	1.41942
570	1.41937
571	1.41933
572	1.41928
573	1.41924
574	1.4192
575	1.41915
576	1.41911
577	1.41906
578	1.41902
579	1.41898
580	1.41893
581	1.41889
582	1.41885
583	1.41881
584	1.41876
585	1.41872
586	1.41868
587	1.41864
588	1.4186
589	1.41856
590	1.41852
591	1.41847
592	1.41843
593	1.41839
594	1.41835
595	1.41831
596	1.41827
597	1.41823
598	1.4182
599	1.41816
600	1.41812
601	1.41808
602	1.41804
603	1.418
604	1.41796
605	1.41793
606	1.41789
607	1.41785
608	1.41781
609	1.41778
610	1.41774
611	1.4177
612	1.41767
613	1.41763
614	1.41759
615	1.41756
616	1.41752
617	1.41749
618	1.41745
619	1.41742
620	1.41738
621	1.41735
622	1.41731
623	1.41728
624	1.41724
625	1.41721
626	1.41717
627	1.41714
628	1.41711
629	1.41707
630	1.41704
631	1.41701
632	1.41697
633	1.41694
634	1.41691
635	1.41687
636	1.41684
637	1.41681
638	1.41678
639	1.41675
640	1.41671
641	1.41668
642	1.41665
643	1.41662
644	1.41659
645	1.41656
646	1.41652
647	1.41649
648	1.41646
649	1.41643
650	1.4164
651	1.41637
652	1.41634
653	1.41631
654	1.41628
655	1.41625
656	1.41622
657	1.41619
658	1.41616
659	1.41613
660	1.41611
661	1.41608
662	1.41605
663	1.41602
664	1.41599
665	1.41596
666	1.41593
667	1.41591
668	1.41588
669	1.41585
670	1.41582
671	1.4158
672	1.41577
673	1.41574
674	1.41571
675	1.41569
676	1.41566
677	1.41563
678	1.41561
679	1.41558
680	1.41555
681	1.41553
682	1.4155
683	1.41547
684	1.41545
685	1.41542
686	1.4154
687	1.41537
688	1.41534
689	1.41532
690	1.41529
691	1.41527
692	1.41524
693	1.41522
694	1.41519
695	1.41517
696	1.41514
697	1.41512
698	1.41509
699	1.41507
700	1.41505
701	1.41502
702	1.415
703	1.41497
704	1.41495
705	1.41493
706	1.4149
707	1.41488
708	1.41486
709	1.41483
710	1.41481
711	1.41479
712	1.41476
713	1.41474
714	1.41472
715	1.41469
716	1.41467
717	1.41465
718	1.41463
719	1.4146
720	1.41458
721	1.41456
722	1.41454
723	1.41452
724	1.41449
725	1.41447
726	1.41445
727	1.41443
728	1.41441
729	1.41438
730	1.41436
731	1.41434
732	1.41432
733	1.4143
734	1.41428
735	1.41426
736	1.41424
737	1.41422
738	1.4142
739	1.41418
740	1.41415
741	1.41413
742	1.41411
743	1.41409
744	1.41407
745	1.41405
746	1.41403
747	1.41401
748	1.41399
749	1.41397
750	1.41395
751	1.41393
752	1.41391
753	1.4139
754	1.41388
755	1.41386
756	1.41384
757	1.41382
758	1.4138
759	1.41378
760	1.41376
761	1.41374
762	1.41372
763	1.41371
764	1.41369
765	1.41367
766	1.41365
767	1.41363
768	1.41361
769	1.41359
770	1.41358
771	1.41356
772	1.41354
773	1.41352
774	1.4135
775	1.41349
776	1.41347
777	1.41345
778	1.41343
779	1.41342
780	1.4134
781	1.41338
782	1.41336
783	1.41335
784	1.41333
785	1.41331
786	1.41329
787	1.41328
788	1.41326
789	1.41324
790	1.41323
791	1.41321
792	1.41319
793	1.41318
794	1.41316
795	1.41314
796	1.41313
797	1.41311
798	1.41309
799	1.41308
800	1.41306
801	1.41305
802	1.41303
803	1.41301
804	1.413
805	1.41298
806	1.41297
807	1.41295
808	1.41294
809	1.41292
810	1.4129
811	1.41289
812	1.41287
813	1.41286
814	1.41284
815	1.41283
816	1.41281
817	1.4128
818	1.41278
819	1.41277
820	1.41275
821	1.41274
822	1.41272
823	1.41271
824	1.41269
825	1.41268
826	1.41266
827	1.41265
828	1.41263
829	1.41262
830	1.4126
831	1.41259
832	1.41257
833	1.41256
834	1.41255
835	1.41253
836	1.41252
837	1.4125
838	1.41249
839	1.41248
840	1.41246
841	1.41245
842	1.41243
843	1.41242
844	1.41241
845	1.41239
846	1.41238
847	1.41237
848	1.41235
849	1.41234
850	1.41232
851	1.41231
852	1.4123
853	1.41228
854	1.41227
855	1.41226
856	1.41224
857	1.41223
858	1.41222
859	1.41221
860	1.41219
861	1.41218
862	1.41217
863	1.41215
864	1.41214
865	1.41213
866	1.41212
867	1.4121
868	1.41209
869	1.41208
870	1.41207
871	1.41205
872	1.41204
873	1.41203
874	1.41202
875	1.412
876	1.41199
877	1.41198
878	1.41197
879	1.41195
880	1.41194
881	1.41193
882	1.41192
883	1.41191
884	1.41189
885	1.41188
886	1.41187
887	1.41186
888	1.41185
889	1.41183
890	1.41182
891	1.41181
892	1.4118
893	1.41179
894	1.41178
895	1.41176
896	1.41175
897	1.41174
898	1.41173
899	1.41172
900	1.41171
